,Unnamed: 0,lang,sensitive,retweet,reply,likes,quote,created,text,id,author_id,sentiment,topic
1999,1999,en,FALSE,57,1,308,9,2021-12-05T23:31:18.000Z,DUNE (2021) https://t.co/0yog2Azzve,1.47E+18,1.47E+18,neutral,other
7359,7359,en,FALSE,0,0,5,0,2021-12-03T14:22:41.000Z,"📚 BACK IN STOCK!📚

#Dune 

#FoppCovent #GetToFopp #Fopp https://t.co/d3qTtknvOX",1.47E+18,1514579976,neutral,other
2212,2212,en,FALSE,0,1,6,0,2021-12-05T21:34:02.000Z,Got to see dune in imax today,1.47E+18,8.86E+17,neutral,theatre or streaming service
855,855,en,FALSE,1,0,3,0,2021-12-06T15:35:16.000Z,dune worm with big naturals send tweet,1.47E+18,8.91E+17,neutral,other
3875,3875,en,FALSE,0,1,3,0,2021-12-05T02:17:50.000Z,zendaya was in dune for like 30 min...,1.47E+18,249941411,negative,actors or characters
2063,2063,en,FALSE,3,3,21,0,2021-12-05T22:45:02.000Z,"Watching the 1984 Dune film and all I can think is… 

Horus Heresy movies please",1.47E+18,7.71E+17,neutral,other
66,66,en,FALSE,0,1,4,0,2021-12-06T23:14:32.000Z,Finally saw Dune in imax and it looks (and sounds) spectacular on a huge screen. It’s still in some theaters this week. Highly recommend!,1.47E+18,111678148,positive,review or commentary
6849,6849,en,FALSE,0,2,1,0,2021-12-03T19:17:08.000Z,This is a surprisingly great list of games. Someone please buy me Dune Imperium and Sleeping Gods for Christmas tho. 🎅🏻🙏 https://t.co/eO4hyqQs5H,1.47E+18,22748523,neutral,other
1180,1180,en,FALSE,0,0,39,0,2021-12-06T10:31:43.000Z,Dune https://t.co/15LVYptuZ8,1.47E+18,3319046354,neutral,other
8231,8231,en,FALSE,0,0,2,0,2021-12-03T04:19:04.000Z,this is just dune https://t.co/WxR8ua2ldi,1.47E+18,8.63E+17,neutral,other
5158,5158,en,FALSE,0,0,4,0,2021-12-04T13:13:00.000Z,Can’t stop thinking about #Dune tbh.,1.47E+18,1401107881,positive,review or commentary
1845,1845,en,FALSE,1,2,7,0,2021-12-06T00:58:26.000Z,"Alright, #Dune Dune was amazing. I saw it IMAX, and probably would have loved to read the story (perhaps still will!). 

I’m glad I’ve managed to (mostly) mentally block out the movie version from decades ago. Today’s version was a great reintroduction",1.47E+18,1.36E+18,positive,review or commentary
2124,2124,en,FALSE,0,0,0,0,2021-12-05T22:17:33.000Z,"BFF pointed out that the main character of Dune is a textbook Mary Sue but no one seems to care.

I wonder whyyyyyyyyyy.",1.47E+18,1.33E+18,negative,actors or characters
1984,1984,en,FALSE,0,0,4,0,2021-12-05T23:39:48.000Z,Little bonus with my DUNE @SFXmagazine -- 4 post cards and poster of 1984 David Lynch's DUNE. 💓😳💓 https://t.co/n3f29aiuHU,1.47E+18,1.40E+18,positive,other
885,885,en,FALSE,0,0,0,0,2021-12-06T15:06:52.000Z,What Accounts For The Lasting Appeal Of 'Dune'? https://t.co/moqW7tQTsv via @Digg https://t.co/zsWeE4PRJ0,1.47E+18,1.47E+18,positive,other
6053,6053,en,FALSE,0,0,0,0,2021-12-04T02:56:00.000Z,"What exactly is the #Metaverse? 🤨

@karaswisher is breaking it down the expectations versus the reality of it all and asks #Dune composer, @HansZimmer, what he thinks the Metaverse sounds like in the latest episode of @nytimes' show, 'Sway.' 
https://t.co/92ObH6AwIh",1.47E+18,1.33E+18,neutral,soundtrack or sound quality
2516,2516,en,FALSE,1,0,9,0,2021-12-05T18:31:44.000Z,"The latest update of best-selling movies of 2021 from North America Box office;

$ 224.5M #ShangChi
 $ 210.9M #Venom2 
$ 183.7M #BlackWidow
$ 173.0M #F9 
$ 160.1M #AQuietPlace2 
$ 159.4M #NoTimeToDie 
$ 156.5M #Eternals 
$ 121.6M #FreeGuy 
$ 117.0M #JungleCruise 
$ 104.6M #Dune",1.47E+18,1.02E+18,neutral,other
3515,3515,en,FALSE,0,0,1,0,2021-12-05T05:44:41.000Z,[tv writers in 2021] ok so we have already done the trump episodd how about we so a covid episode and then uhhh idk the dune episode haha,1.47E+18,1.38E+18,neutral,other
7740,7740,en,FALSE,0,0,1,0,2021-12-03T10:17:26.000Z,Yay watching dune on Monday excited lol,1.47E+18,1.20E+18,positive,other
3939,3939,en,FALSE,0,2,0,0,2021-12-05T01:36:31.000Z,"Dune was amazing but holy crap it needs subtitles
Can't tell if it was the audio balancing with the music or the actors trying to speak through their costumes/prosthetics, etc but some lines are barely audible, Bill Skarsgård in particular.",1.47E+18,20142311,negative,soundtrack or sound quality
3791,3791,en,FALSE,2,0,12,0,2021-12-05T03:00:04.000Z,"Some actions have an end but no beginning; some begin but do not end. It all depends upon where the observer is standing.
- Frank Herbert, Dune",1.47E+18,1.13E+18,neutral,book
811,811,en,FALSE,0,0,5,0,2021-12-06T16:14:11.000Z,The ornithopters from dune are so interesting I just had to model one. Thinking maybe a low res ps1 style remake of one of the scene from the movie https://t.co/mzJJktdABM,1.47E+18,1.34E+18,positive,actors or characters
6410,6410,en,FALSE,0,0,2,0,2021-12-03T23:27:54.000Z,Watching #Dune🍿 https://t.co/WRWlHatzBd,1.47E+18,7.99E+17,positive,other
6889,6889,en,FALSE,0,0,1,0,2021-12-03T18:56:09.000Z,When your wife gets CHILDREN OF DUNE on audible https://t.co/IeTzR9kzfw https://t.co/vTs4C6eniV,1.47E+18,1.27E+18,neutral,book
6084,6084,en,FALSE,0,0,0,0,2021-12-04T02:41:01.000Z,"Before the Cameras Even Roll, “A Movie Lives or Dies by Casting” https://t.co/jUsFeg1Y26",1.47E+18,1.36E+18,neutral,actors or characters
4698,4698,en,FALSE,0,1,11,0,2021-12-04T18:41:42.000Z,Finally seeing DUNE today - in IMAX!,1.47E+18,391013693,positive,theatre or streaming service
4571,4571,en,FALSE,1,0,4,0,2021-12-04T20:00:46.000Z,".@PeterBradshaw1's description of the new #Dune as ""TE Lawrence’s imperious version of The Phantom Menace"" is bang on. Not since Arrival (by the same director) have I been treated to such a stylish and awe-inspiring SF film. ⭐️⭐️⭐️⭐️⭐️ https://t.co/DdiOX0a00D",1.47E+18,501178860,positive,review or commentary
4675,4675,en,FALSE,0,1,1,0,2021-12-04T19:02:45.000Z,"Just watched Dune.
Fantastic Sets and Costumes
Brilliant Cinematography and Visuals FX
Great Cast
But Confusing as fuck.  
Understood the whole chosen one stuff, but the voice, imperium, betrayal plot twist and a buncha other stuff made ZERO sense to me
#Dune #movie #review or commentary",1.47E+18,1518869850,positive,review or commentary
8573,8573,en,FALSE,0,0,0,0,2021-12-03T01:16:59.000Z,I'm so relieved to know this isn't just me. I saw Dune recently and the combination of sounds that hurt my ears and whispered dialogue I couldn't decipher was A LOT. It made me feel like maybe I'm just getting too hard of hearing to enjoy going to the movies anymore https://t.co/SdkQ5qaZT1,1.47E+18,2229105008,negative,soundtrack or sound quality
4357,4357,en,FALSE,0,0,2,0,2021-12-04T21:57:04.000Z,"Much as the original #Dune #movie  was a bit 'Flash Gordon', on reflection I'd much rather watch it than this ersatz emo monochrome version which offers grand cinematic vistas, but non memorable characters, misses all the best lines, and doesn't tell a story  #DuneMovie #Dune2021 https://t.co/WZwyU5nIC2",1.47E+18,574012099,negative,review or commentary
8137,8137,en,FALSE,0,0,0,0,2021-12-03T05:21:47.000Z,"Zack Snyder's Justice League
Dune
No Time To Die https://t.co/HlJE3olDgA",1.47E+18,72481094,neutral,awards or nomination
3395,3395,en,FALSE,1,1,4,0,2021-12-05T07:12:44.000Z,Saw #Dune last night..absolutely loved it…cannot wait for the next part.. #anticipation #Movies https://t.co/cpDE3FrZpQ,1.47E+18,313845173,positive,review or commentary
2224,2224,en,FALSE,0,1,1,0,2021-12-05T21:27:29.000Z,I’m not gonna pretend that I understand David Lynch’s version of Dune to be honest with you,1.47E+18,1.41E+18,neutral,other
345,345,en,FALSE,0,1,4,0,2021-12-06T20:56:35.000Z,Dune was so sick,1.47E+18,2464755134,positive,review or commentary
8617,8617,en,FALSE,2,0,10,0,2021-12-03T01:01:20.000Z,"Dune is up for 10 awards…
https://t.co/K134Ga7wJF",1.47E+18,118225702,positive,awards or nomination
5780,5780,en,FALSE,0,0,1,0,2021-12-04T05:37:40.000Z,acho brabo o supla no dune do david lynch https://t.co/ducugAIk9I,1.47E+18,1.45E+18,neutral,other
5559,5559,en,FALSE,0,1,0,0,2021-12-04T08:13:26.000Z,"A few issues I have: 

Green Knight is better than Dune is better than First Cow is better than Nomadland is better than French Dispatch is better than Zola is better than Pig is better than The Card Counter?

https://t.co/oUArpf5vmI https://t.co/qOO37TYdJ7",1.47E+18,377746585,positive,awards or nomination
7240,7240,en,FALSE,0,0,0,0,2021-12-03T15:35:34.000Z,"#IDPWD #BrightestMoonJin #WELvWSW #Greens #SpotifyWrapped #Seoul #StanGrant #seokjin #Dune
#Auba #coorey #WillBrown #FairWorkCommission
#CraigKelly #davesharma #Rachelle
Spotify
https://t.co/839wcAFKrj",1.47E+18,1.46E+18,neutral,other
5032,5032,en,FALSE,0,2,13,0,2021-12-04T15:05:36.000Z,"Listening to the Dune soundtrack on the District line, imagining being inside a sandworm https://t.co/cu6U4ryY4P",1.47E+18,380314518,positive,soundtrack or sound quality
4538,4538,en,FALSE,0,0,2,0,2021-12-04T20:18:12.000Z,me reading children of dune https://t.co/FglBJTFghi,1.47E+18,1663868946,neutral,book
1697,1697,en,FALSE,0,0,2,0,2021-12-06T02:47:56.000Z,"No but— have you watched Dune? Please, I didn’t expect it to be so good, but omg, it was so good and Oscar Isaac was so hot https://t.co/ivbktKimyY",1.47E+18,1.47E+18,positive,review or commentary
2942,2942,en,FALSE,1,0,8,1,2021-12-05T13:42:48.000Z,stalked her and she posts her interviews (most of them maybe I can't tell with the others but anyway) the same day she interviews the celebs like for dune and last night in soho so 😭 https://t.co/1jn5yZN2Wb,1.47E+18,1.46E+18,neutral,actors or characters
3676,3676,en,FALSE,0,0,6,0,2021-12-05T04:11:00.000Z,yeah the dune soundtrack is good but have y’all ever listened to fatboy slim,1.47E+18,17616768,positive,soundtrack or sound quality
566,566,en,FALSE,0,0,0,0,2021-12-06T18:45:02.000Z,"This Lexus ROV Concept dune buggy has an ICE engine running on hydrogen
https://t.co/ixgGrb7Yqs",1.47E+18,8.69E+17,neutral,other
6222,6222,en,FALSE,1,2,8,0,2021-12-04T01:14:00.000Z,this is what i think the sand worm from dune sounds like when he has a little snack https://t.co/izxymRVxoz,1.47E+18,1.12E+18,neutral,other
329,329,en,FALSE,1,0,62,0,2021-12-06T21:09:40.000Z,all i could think of when that scene came up in Dune https://t.co/JhUxMFDvN3,1.47E+18,2219142391,neutral,other
4440,4440,en,FALSE,0,0,0,0,2021-12-04T21:16:46.000Z,; the fact that none of the major bookstores around my town have a copy of ‘children of dune’ is very rude.,1.47E+18,9.70E+17,positive,book
2125,2125,en,FALSE,0,0,4,0,2021-12-05T22:17:12.000Z,"i can assure my followers that i will not be turning into a dune stan account , you can sleep peacefully",1.47E+18,7.66E+17,neutral,other
7188,7188,en,FALSE,2,36,61,1,2021-12-03T16:00:02.000Z,"DUNE premiered in Washington, D.C. on this day in 1984. Director David Lynch has said he considers this movie the only real failure of his career. What did you make of it? - Mike https://t.co/O4SdD6vQEe",1.47E+18,37403964,neutral,other
8359,8359,en,FALSE,0,0,0,0,2021-12-03T02:55:03.000Z,timothee chalamet is so fucking hot and i never thought i would ever say that but after dune 🚶‍♀️🚶‍♀️ LEWD 😩😩😩😩 THE BOX HAND SCENE HOLT SHIT,1.47E+18,1.46E+18,positive,actors or characters
5849,5849,en,FALSE,0,1,0,0,2021-12-04T04:49:41.000Z,"⚠️ late-series Dune spoilers

Dune has some of the best power creep ever

The Honored Matres (and everyone that comes back from the scattering really) baseline is a level of militancy even the Fremen couldn’t have competed with if they were still a thing Post-God Emperor",1.47E+18,3352266490,positive,book
5460,5460,en,FALSE,0,0,0,0,2021-12-04T09:37:04.000Z,Just played: Creosote Bush - Sutcliffe Catering Co. - DUNE DRIFT 2 (Topaz),1.47E+18,211291588,neutral,other
3307,3307,en,FALSE,0,0,6,0,2021-12-05T08:14:19.000Z,"Sorry Dune, but THAT'S how you announce a Part One. https://t.co/WkHf5YWk3u",1.47E+18,26895187,neutral,other
8166,8166,en,FALSE,0,0,0,0,2021-12-03T05:02:22.000Z,"1. No Time to Die
2. Zack Synder’s Justice League
3. Dune https://t.co/cn0kYQuzQc",1.47E+18,1.31E+18,positive,awards or nomination
1847,1847,en,FALSE,0,0,0,0,2021-12-06T00:57:37.000Z,Straight Outta Dune,1.47E+18,8.72E+17,neutral,other
3703,3703,en,FALSE,0,0,0,0,2021-12-05T03:53:12.000Z,ending of dune messiah is just…,1.47E+18,3433401220,neutral,book
8687,8687,en,FALSE,0,0,0,0,2021-12-03T00:29:06.000Z,"1. Zack Snyders Justice League.
2. Dune.  
3. The Last Duel - No Time to Die. https://t.co/LJBWBZSLfs",1.47E+18,381312237,positive,awards or nomination
7682,7682,en,FALSE,0,1,6,0,2021-12-03T11:04:38.000Z,Just saw Dune. Oscar Isaac do be spittin 💀💀💀✋🏼,1.47E+18,1.24E+18,positive,actors or characters
2123,2123,en,FALSE,0,0,0,0,2021-12-05T22:18:01.000Z,"Dammmn dune whitewashed the Middle East that’s tough 

I see what you doing Dennis 😔 https://t.co/GwvJjGI1U6",1.47E+18,1.38E+18,negative,actors or characters
8159,8159,en,FALSE,0,0,5,0,2021-12-03T05:08:42.000Z,"no i haven’t watched dune i’ve been too busy rewatching an actual cinematic masterpiece, Sex and the City 2",1.47E+18,1223260794,neutral,other
2096,2096,en,FALSE,3,0,2,0,2021-12-05T22:28:03.000Z,"Get  your local 7 day weather forecast with our app... ⛈️

https://t.co/Xps7QUbQcA

#Weather #WeatherReport #WeatherForecast #WeatherWarning #WeatherWatchers #WX #tech #Android #Chromebook #Chrome #MicrosoftEdge #MicrosoftEDU #Google #Apps #appsec #schools #Students #homeschool",1.47E+18,1.36E+18,neutral,other
1444,1444,en,FALSE,0,0,2,0,2021-12-06T05:36:25.000Z,Dune was based on a dream I had where the premise was “what if sand but spicy”,1.47E+18,128698266,neutral,other
5737,5737,en,FALSE,2,7,118,0,2021-12-04T06:06:03.000Z,I finally saw DUNE. Oh man. https://t.co/h6Ers2oAAt,1.47E+18,15879709,positive,review or commentary
5469,5469,en,FALSE,2,0,3,0,2021-12-04T09:29:26.000Z,my life is now split into two parts; who i was before reading god emperor of dune and who i am after reading god emperor of dune,1.47E+18,3293793331,positive,book
3501,3501,en,FALSE,0,0,3,0,2021-12-05T05:51:33.000Z,Ok dune was fucking sick,1.47E+18,7.66E+17,positive,review or commentary
3396,3396,en,FALSE,0,1,2,0,2021-12-05T07:12:21.000Z,esta chida dune 1 por timothee 2 el worldbulding 3 timothee 4 zendaya,1.47E+18,1.37E+18,positive,actors or characters
8038,8038,en,FALSE,8,1,193,0,2021-12-03T06:41:54.000Z,liked how the first hour and a half of dune was kinda like a space vibe movie,1.47E+18,2461150645,positive,review or commentary
6524,6524,en,FALSE,0,0,2,0,2021-12-03T22:28:51.000Z,This is how #cats bend the space-time continuum.  #DuneMovie #Dune https://t.co/tfOpOYwYDX,1.47E+18,16378751,neutral,other
1573,1573,en,FALSE,0,0,0,0,2021-12-06T03:58:11.000Z,"Busty doll shawna lenee enjoys a hard cock fucking
https://t.co/EEPQWRXgx8        

Busty Doll Shawna Lenee bénéficie d'une bite dure baise
https://t.co/RcssDzHImy

#Bigtits #Blonde #Blowjob #Cumshots #Handjob #Hardcore #LargeCock #NiceAss",1.47E+18,1.36E+18,neutral,other
5554,5554,en,FALSE,0,0,0,0,2021-12-04T08:15:10.000Z,Watched Dune last night at the moovies - enjoyed it. Looking forward to part two.,1.47E+18,1.41E+18,positive,review or commentary
4095,4095,en,FALSE,0,1,11,0,2021-12-05T00:09:32.000Z,watching Dune         reading Dune https://t.co/fszVelo2f3,1.47E+18,1.25E+18,neutral,other
8154,8154,en,FALSE,0,0,0,0,2021-12-03T05:13:44.000Z,"(Denis Villeneuve Drew Storyboards For Dune As A Teen, As a result of Of Course He Did)
https://t.co/3JWSM2bEI5

&amp;#822 ... 
#MovieAndTrailerLand #movie #movies #celebrity #celebrities #celebritygossip #dance #fashion #hollywood #music #nightlife #netflix #luxury #news #trailer https://t.co/gyeDyk7USY",1.47E+18,1.46E+18,neutral,cinematography or videography
5885,5885,en,FALSE,5,4,48,0,2021-12-04T04:28:36.000Z,I miss the old days (6 weeks ago) when all tweets were about Dune worm,1.47E+18,8.54E+17,neutral,other
658,658,en,FALSE,0,1,1,0,2021-12-06T17:37:47.000Z,I call Lynch's Dune Alia because it's an abomination 👉😎👉 https://t.co/w8ag9txebV,1.47E+18,1.27E+18,negative,review or commentary
2249,2249,en,FALSE,0,0,21,0,2021-12-05T21:08:05.000Z,Looked like a total nerd with my popcorn-drink-ice-cream combo watching DUNE by myself in the front row of the cinema on a Saturday night and it was heaven.,1.47E+18,192754691,positive,theatre or streaming service
4182,4182,en,FALSE,0,0,2,0,2021-12-04T23:29:49.000Z,"""Bitterness I understand, but let us not rail about justice as long as we have arms and the freedom to use them."" - Frank Herbert, Dune",1.47E+18,1.29E+18,neutral,book
3268,3268,en,FALSE,0,0,0,1,2021-12-05T08:49:29.000Z,Help i stayed up late and watched the new Dune again.,1.47E+18,2358931890,positive,review or commentary
7235,7235,en,FALSE,0,0,0,0,2021-12-03T15:37:00.000Z,"#IDPWD #BrightestMoonJin #WELvWSW #Greens #SpotifyWrapped #Seoul #StanGrant #seokjin #Dune
#Auba #coorey #WillBrown #FairWorkCommission
#CraigKelly #davesharma #Rachelle
CRYPTO LOGO
https://t.co/Ntx7CQmxts",1.47E+18,1.46E+18,neutral,other
1213,1213,en,FALSE,0,1,8,0,2021-12-06T09:57:39.000Z,Feeling guilty about combining inner city living with the undeniable urge to bellow the “hyuuuhuuuuuuaaaaa-yaaaaaaaaah” from Dune every 2 to 3 minutes,1.47E+18,618653781,neutral,soundtrack or sound quality
6162,6162,en,FALSE,0,0,5,0,2021-12-04T02:00:04.000Z,"I enjoyed Dune way more the 2nd time around. Intense in the OMNIMAX. I don't recommend the dome for any first time watch of a movie, but rendering a rewatch as a 200 degree hallucination is fun. https://t.co/VR16m1DYow",1.47E+18,7.58E+17,positive,theatre or streaming service
511,511,en,FALSE,1,0,0,0,2021-12-06T19:17:17.000Z,"That was a tedious process 🤔 - #Dune Was Shot on #ALEXA LF, Transferred to #35mm #Film, Then Scanned Back to #Digital https://t.co/Etc8lAf2tm via @Y_M_Cinema",1.47E+18,16873989,neutral,cinematography or videography
6245,6245,en,FALSE,0,1,0,0,2021-12-04T01:03:37.000Z,Dune is such a damn good movie,1.47E+18,1.16E+18,positive,review or commentary
1942,1942,en,FALSE,0,0,0,0,2021-12-06T00:02:54.000Z,Dune was a good movie can't wait for part 2.,1.47E+18,358493389,positive,review or commentary
7039,7039,en,FALSE,0,1,71,0,2021-12-03T17:22:53.000Z,I'm really enjoying the book Dune but sometimes I'll be reading it and be like ah yes this most definitely was written in the 1960s,1.47E+18,1403129251,positive,book
2964,2964,en,FALSE,0,1,18,0,2021-12-05T13:25:24.000Z,"Really enjoyed the Merthyr Mawr Pudding Run. Brutal start running up the ""big dipper"" dune but a fantastic mix of dunes, trail and a glorious section along the beach in the winter sunshine! Pleased the stream was fairly dry! https://t.co/1N4xvcf7F1",1.47E+18,18739846,neutral,other
5563,5563,en,FALSE,0,0,5,1,2021-12-04T08:11:49.000Z,Off to see dune https://t.co/aGbqC1oAhy,1.47E+18,88119674,neutral,theatre or streaming service
5434,5434,en,FALSE,0,0,0,0,2021-12-04T09:55:01.000Z,The latest DIY Film School Daily Rundown! https://t.co/SIMuhN3Jdg Thanks to @nofilmschool #spencer #dune,1.47E+18,8.98E+17,neutral,other
33,33,en,FALSE,0,0,1,0,2021-12-06T23:35:01.000Z,The Grinch driving a dune buggy at the Seal Beach X-mas Parade! https://t.co/s6pDN0WZPL,1.47E+18,45729264,neutral,other
6103,6103,en,FALSE,0,0,0,0,2021-12-04T02:30:02.000Z,"Attention Little Women And Chalamates, There’s A Public Timothée Chalamet Mural In Melbourne https://t.co/LyTAEMhFw7 😎",1.47E+18,7.28E+17,positive,actors or characters
416,416,en,FALSE,0,0,0,0,2021-12-06T20:16:34.000Z,It's taken until my fifth viewing to watch #Dune in #IMAX. @ Cinemark Tinseltown USA and IMAX https://t.co/NogQNREXS4,1.47E+18,338034868,positive,theatre or streaming service
4657,4657,en,FALSE,0,0,0,0,2021-12-04T19:16:18.000Z,i liked dune but if it’s better than the new matrix i will be profoundly disappointed https://t.co/uvJZTRXeMP,1.47E+18,305300988,positive,review or commentary
4926,4926,en,FALSE,0,0,2,0,2021-12-04T16:20:49.000Z,Dune (2021): The Archetype for Modern Sci-Fi https://t.co/dP0cyJLMoi via @FourStarFilmFan,1.47E+18,490487662,positive,review or commentary
6404,6404,en,FALSE,0,0,0,0,2021-12-03T23:32:32.000Z,Dune is every bit as amazing as the first time I saw it,1.47E+18,554744943,positive,review or commentary
7763,7763,en,FALSE,0,0,1,0,2021-12-03T10:02:16.000Z,Watched dune,1.47E+18,1.09E+18,neutral,other
1034,1034,en,FALSE,2,0,2,0,2021-12-06T13:04:44.000Z,The Washington DC Area Film Critics Association's 2021 Winners: https://t.co/kTXlnxjWOJ #Belfast #Thepowerofthedog #Dune #TickTickBoom #FilmTwitter #KingRichard #Mass,1.47E+18,1608850632,positive,awards or nomination
7170,7170,en,FALSE,0,0,2,0,2021-12-03T16:07:46.000Z,Un like y leo Dune,1.47E+18,1912458211,neutral,other
4762,4762,en,FALSE,0,0,0,0,2021-12-04T18:05:04.000Z,La la land dune and interstellar https://t.co/QW3sRQVgfv,1.47E+18,1.40E+18,positive,awards or nomination
5523,5523,en,FALSE,0,1,0,0,2021-12-04T08:43:32.000Z,Watching the David Lynch version of Dune and 45 minutes in I have no fucking idea what's going on.,1.47E+18,318316889,neutral,other
4209,4209,en,TRUE,0,0,0,0,2021-12-04T23:14:14.000Z,Get my art printed on awesome products. Support me at Redbubble #RBandME:  https://t.co/5N5sZ4MTYx #findyourthing #redbubble #Dune #Zendaya #TimotheeChalamet,1.47E+18,2592501210,neutral,other
7526,7526,en,FALSE,0,0,5,0,2021-12-03T12:48:03.000Z,Cozy morning reading of Dune chapter 6~ https://t.co/I2PsnKkA5v,1.47E+18,3035344661,positive,book
8470,8470,en,FALSE,0,0,0,0,2021-12-03T02:03:34.000Z,Ridley Scott Says He Quit Dune Because He Didn’t Want to Shoot in Mexico City https://t.co/dGsvb63ani,1.47E+18,1.22E+18,neutral,actors or characters
7834,7834,en,FALSE,0,0,0,0,2021-12-03T09:02:06.000Z,"Was i suppose to know that he got this from Dune
https://t.co/GeDZd8eNEm",1.47E+18,2477972718,neutral,other
2932,2932,en,FALSE,0,2,9,0,2021-12-05T13:46:36.000Z,I also finished Dune Messiah the other day and want to thank Frank Herbert for taking on board my feedback about the first book being over the top wish fulfillment and going in /completely/ the opposite direction AND shitting on the first book at the same time.,1.47E+18,1.19E+18,negative,book
698,698,en,FALSE,0,1,1,0,2021-12-06T17:13:08.000Z,"I saw #Dune yesterday in iMax. The hype  is real. Enjoyed everything from visuals to story, costumes, soundtrack, acting. Really good all around",1.47E+18,3078778925,positive,review or commentary
4087,4087,en,FALSE,0,0,2,0,2021-12-05T00:12:32.000Z,Frank Herbert Dune 1965 Chilton first edition  Not Book Club Exlibrary  https://t.co/5jxier1THd   📚 https://t.co/Y2jf2jWAxG,1.47E+18,8.63E+17,neutral,book
3053,3053,en,FALSE,0,0,1,0,2021-12-05T12:06:03.000Z,[pe blog] O’Reilly Media: “Frank Herbert: Chapter 5: Rogue Gods” – https://t.co/3iU48Y373X #book #dune #links #science,1.47E+18,115468520,neutral,book
369,369,en,FALSE,0,2,7,0,2021-12-06T20:44:04.000Z,sam lent me a copy of Dune (he has several) and im so happy just owning it. something so so immensely powerful about an old yellowing paperback of Dune.,1.47E+18,2418733015,neutral,book
2761,2761,en,FALSE,0,6,4,0,2021-12-05T15:57:53.000Z,Anyone seen Dune (2021)?! Gimme your thoughts without spoilers,1.47E+18,1.38E+18,neutral,other
1936,1936,en,FALSE,0,0,2,0,2021-12-06T00:04:46.000Z,"Can't sleep, only logical thing is to create a list of board games to aquire, any recommendations? 
This far I've got games like Oath, Root, and Dune on the list.

Open to all sorts of suggestions!",1.47E+18,1.09E+18,neutral,other
4642,4642,en,FALSE,0,3,6,0,2021-12-04T19:27:07.000Z,eating at a dune which is better than watching the movie,1.47E+18,134619050,neutral,other
4508,4508,en,FALSE,0,1,4,0,2021-12-04T20:36:54.000Z,my school did a screening of dune and denis showed up yup exactly,1.47E+18,1.23E+18,neutral,theatre or streaming service
897,897,en,FALSE,0,0,0,0,2021-12-06T14:56:41.000Z,My ★★★ review or commentary of Dune (2021) on @letterboxd: https://t.co/d9fHm1YWnj,1.47E+18,1.32E+18,neutral,review or commentary
1221,1221,en,FALSE,0,0,1,0,2021-12-06T09:50:40.000Z,DUNE WAS SO GOOD BRO!!! @dunemovie @RealChalamet,1.47E+18,1.01E+18,positive,review or commentary
3257,3257,en,FALSE,0,2,1,0,2021-12-05T09:02:14.000Z,I am going to take a 2 hour drive to see Dune in IMAX. https://t.co/pl24asQ6fW,1.47E+18,1.24E+18,positive,theatre or streaming service
7665,7665,en,FALSE,0,1,2,0,2021-12-03T11:16:18.000Z,My plan is to take a break from uni. Work. editing and bereavement brain fog. 🧠 🌫Husband and I will be heading off for a lunchtime showing of #Dune.  First cinema outing in nearly 2 years. Could do with some escapism. 🏜 🎞 📽 🤗 https://t.co/J27jiAtmSy,1.47E+18,47434629,neutral,theatre or streaming service
740,740,en,FALSE,0,0,0,0,2021-12-06T16:55:12.000Z,"#Dune 2021 movie review or commentary - NEGROMANCER 2.0: review or commentary: 2021 ""DUNE "" is Both Tremendous and Tedious https://t.co/jEnras0zcz",1.47E+18,311219545,positive,review or commentary
8389,8389,en,FALSE,0,0,0,0,2021-12-03T02:43:39.000Z,"Plant medicine plus passion in this non-stop, steamy, and tropical adventure. A struggling photographer, Thelma searches for
 
by #charlotte_dune 
get it now  https://t.co/KeeK0oEMoD
https://t.co/ZvdrYScNCZ
pls RT 
#bookboost 
#iartg 
#asmsg https://t.co/Gw9D2VZGmU",1.47E+18,8.18E+17,neutral,other
3468,3468,en,FALSE,0,0,0,0,2021-12-05T06:18:09.000Z,"Dune goes for two and a half hours and not much actually happens, but it’s somehow engaging enough to never feel boring. 

Also, considering how much of the marketing for it focuses on Zendaya, it’s weird how little she’s in it.",1.47E+18,22351190,neutral,review or commentary
256,256,en,FALSE,0,0,0,0,2021-12-06T21:42:38.000Z,"Finally got to watch #Dune. Great world-building, atmosphere, and overall design. The film doesn't have a real conclusion nor a worthy ""finale"" to cap off the chapter... but it leaves you wanting MORE. Can't wait for part 2.

#recommendations #halloween2021

Art: Greg Ruth https://t.co/stVnYhoskh",1.47E+18,1.40E+18,positive,review or commentary
7005,7005,en,FALSE,0,0,2,0,2021-12-03T17:41:15.000Z,Dune tonite,1.47E+18,1.07E+18,neutral,other
3726,3726,en,FALSE,0,0,2,0,2021-12-05T03:38:52.000Z,"I just read all 617 pages of Dune because I wanted to know what happened after the movie’s random, blunt, unsatisfying end only to be left with yet another random, blunt and unsatisfyingly blunt end!! Frank, why?!",1.47E+18,998763800,negative,book
5325,5325,en,FALSE,0,0,0,0,2021-12-04T11:09:50.000Z,"Oh yeah I missed some stuff, I was out watching dune at the movies",1.47E+18,1.18E+18,neutral,other
2827,2827,en,FALSE,0,0,0,0,2021-12-05T15:11:44.000Z,"Featured Art of the Day: ""over the dune"". Buy it at: https://t.co/du1dHxUuu3 https://t.co/hn0ArCpwcO",1.47E+18,1.38E+18,neutral,other
